RowNumber,IdClient,NomFamille,ScoreCredit,ZoneGeo,Genre,Age,Anciennete,Solde,NbProduits,CarteCredit,MembreActif,SalaireEstim,Churn
2972,15680234,Bray,667,Allemagne,Homme,27.0,2,69016.075,1,Oui,Non,83158.855,Non
2973,15744553,Ho,444,France,Homme,34.0,2,72159.485,1,Oui,Non,56334.03,Non
2974,15572051,Kennedy,721,France,Homme,40.0,3,0.0,1,Oui,Oui,72437.335,Non
2975,15622532,Izmailova,708,France,Femme,47.0,0,63294.56,2,Non,Oui,66365.035,Oui
2976,15790829,Gibson,703,France,Femme,45.0,5,0.0,2,Oui,Non,65953.22,Non
2977,15687540,Obiuto,684,France,Homme,32.0,9,50124.705,2,Non,Oui,33799.845,Non
2978,15761374,Bellucci,706,France,Homme,54.0,9,58722.255,1,Oui,Oui,93119.425,Non
2979,15617648,Mikkelsen,584,France,Femme,44.0,5,47835.875,2,Oui,Oui,53282.44,Non
2980,15672516,Wall,541,Allemagne,Homme,,7,45186.64,2,Oui,Non,89930.895,Non
2981,15643916,Munro,619,Espagne,Homme,46.0,8,31200.24,1,Oui,Oui,66249.195,Oui
2982,15734711,Loggia,373,France,Homme,42.0,7,0.0,1,Oui,Non,38893.185,Oui
2983,15588197,Endrizzi,670,France,Homme,36.0,7,0.0,2,Non,Non,,Non
2984,15648067,Onwuamaeze,583,France,Homme,39.0,1,64649.64,2,Oui,Non,36553.8,Non
2985,15747542,Perez,605,France,Homme,52.0,7,0.0,2,Oui,Oui,86976.25,Non
2986,15706799,Macknight,719,Espagne,Homme,44.0,4,0.0,1,Non,Non,42486.45,Oui
2987,15665181,Chung,808,Espagne,Homme,25.0,7,0.0,2,Non,Oui,11590.185,Non
2988,15612494,Panicucci,359,France,Femme,44.0,6,64373.845,1,Oui,Non,73477.855,Oui
2989,15582951,Crawford,696,France,Femme,25.0,8,63221.295,1,Oui,Non,60952.22,Non
2990,15755648,Pisano,675,France,Femme,21.0,8,49186.63,1,Oui,Non,9101.5,Non
2991,15613518,Bellucci,647,France,Femme,35.0,6,56334.35,1,Non,Oui,61292.145,Non
2992,15575214,Ch'en,709,France,Homme,,7,0.0,1,Oui,Non,79743.38,Non
2993,15569430,Burrows,704,Espagne,Femme,36.0,2,87754.9,2,Oui,Non,76019.835,Non
2994,15595282,White,735,France,Femme,33.0,4,0.0,2,Oui,Non,74737.345,Non
2995,15798709,Gill,588,Espagne,Homme,32.0,3,54554.665,1,Non,Oui,,Non
2996,15644295,Hargreaves,731,Espagne,Femme,39.0,2,63408.09,1,Oui,Oui,37425.465,Non
2997,15682618,Jamieson,535,France,Femme,31.0,7,55927.52,2,Oui,Oui,18139.445,Non
2998,15578738,Tuan,609,France,Homme,32.0,7,35936.095,1,Oui,Oui,75962.45,Non
2999,15574283,Padovano,580,France,Homme,31.0,2,0.0,2,Non,Oui,32007.12,Non
3000,15749489,Denisova,533,Allemagne,Femme,22.0,10,57871.8,1,Non,Non,21926.025,Non
3001,15777459,Gordon,619,Espagne,Femme,32.0,4,87703.065,2,Oui,Oui,86396.215,Oui
3002,15583049,Wallace,643,Allemagne,Femme,34.0,7,80213.035,1,Non,Oui,,Non
3003,15768746,McLean,561,France,Homme,33.0,6,0.0,2,Non,Non,86840.195,Non
3004,15743976,Archer,618,Allemagne,Homme,41.0,8,18851.395,1,Oui,Oui,97887.74,Non
3005,15682322,Aksenov,714,France,Homme,37.0,9,74233.465,2,Non,Oui,75640.48,Non
3006,15608328,Sutherland,760,Espagne,Femme,41.0,6,0.0,2,Non,Non,50745.615,Non
3007,15776827,Langdon,770,Allemagne,Homme,37.0,5,70773.63,2,Non,Oui,90163.415,Non
3008,15691625,Ko,537,Allemagne,Femme,41.0,3,69153.17,1,Oui,Non,53380.735,Non
3009,15663386,Tuan,597,Espagne,Femme,26.0,7,0.0,2,Oui,Non,55126.6,Non
3010,15666975,Sparks,710,France,Femme,36.0,4,58042.53,1,Oui,Non,29300.805,Non
3011,15684211,Creel,704,Espagne,Femme,44.0,9,76828.425,1,Oui,Non,79371.405,Non
3012,15749519,Lin,822,France,Homme,38.0,6,64144.85,3,Oui,Non,,Oui
3013,15697127,Monaldo,543,France,Femme,31.0,2,73837.13,1,Oui,Oui,8329.38,Non
3014,15807045,Milanesi,829,Allemagne,Femme,37.0,3,51728.88,1,Non,Non,557.06,Non
3015,15809722,Ankudinov,611,France,Femme,40.0,8,50406.165,2,Oui,Non,73679.135,Non
3016,15645572,Calabresi,743,France,Femme,40.0,6,0.0,1,Oui,Non,14140.4,Oui
3017,15792607,Little,769,France,Femme,38.0,2,0.0,2,Non,Non,37789.335,Non
3018,15579820,Robertson,704,Espagne,Homme,38.0,6,53343.88,1,Oui,Non,,Non
3019,15701946,Ndubueze,715,France,Homme,34.0,4,62157.225,1,Non,Non,48891.46,Non
3020,15738884,Hu,642,Allemagne,Homme,41.0,4,78888.79,1,Oui,Non,33742.3,Non
3021,15634245,Muecke,758,Allemagne,Femme,47.0,9,47761.58,1,Oui,Non,36647.24,Non
3022,15795186,Leonard,562,France,Homme,38.0,5,0.0,1,Oui,Non,57850.1,Non
3023,15593250,Hsiao,640,France,Femme,29.0,4,0.0,2,Oui,Non,22452.13,Non
3024,15724336,Yates,513,Allemagne,Femme,49.0,5,85800.635,1,Oui,Non,63111.92,Non
3025,15581388,Y?an,487,Espagne,Homme,33.0,8,72864.855,1,Oui,Non,20682.925,Non
3026,15713637,Chinedum,699,France,Homme,34.0,2,58734.335,1,Oui,Non,92613.71,Non
3027,15691543,Lennox,558,,Homme,58.0,2,71268.59,1,Oui,Oui,44395.915,Non
3028,15753679,Mullawirraburka,778,France,Homme,24.0,4,0.0,2,Oui,Oui,81404.6,Non
3029,15569892,Johnstone,516,France,Homme,35.0,10,28684.805,1,Oui,Oui,50849.885,Non
3030,15683618,Dyer,774,,Femme,35.0,3,60709.31,1,Oui,Oui,12200.185,Non
3031,15633283,Padovano,536,France,Homme,35.0,8,0.0,2,Oui,Non,32416.64,Non
3032,15673908,Chinweike,602,Allemagne,Femme,,6,79207.425,1,Oui,Oui,65943.23,Non
3033,15798429,Hernandez,741,France,Homme,29.0,8,0.0,2,Oui,Oui,57997.26,Non
3034,15739046,Maggard,850,Espagne,Femme,,9,71527.425,1,Non,Oui,31490.48,Non
3035,15679963,Moretti,737,Allemagne,Homme,43.0,8,48176.9,1,Non,Non,5104.9,Non
3036,15797194,T'ao,570,France,Homme,39.0,10,64837.445,2,Oui,Non,40276.18,Non
3037,15759805,Pinto,582,France,Femme,32.0,4,0.0,2,Oui,Non,29834.405,Non
3038,15586135,Gratwick,536,Espagne,Femme,28.0,4,0.0,1,Oui,Oui,68098.825,Non
3039,15647292,Peng,697,France,Homme,63.0,7,74184.01,1,Non,Non,59431.04,Oui
3040,15745326,Carandini,538,France,Femme,,3,37525.745,1,Non,Non,8841.01,Oui
3041,15669342,Ferri,731,Allemagne,Homme,35.0,2,63931.465,2,Oui,Non,69541.85,Non
3042,15591360,Udinesi,642,France,Femme,33.0,4,42303.67,2,Non,Oui,30029.735,Non
3043,15582762,Mazzanti,667,Espagne,Homme,77.0,2,0.0,1,Oui,Oui,17351.46,Non
3044,15685320,Johnstone,767,France,Homme,36.0,3,69590.1,1,Non,Non,61940.095,Non
3045,15636860,Ch'eng,625,France,Homme,43.0,4,61175.645,1,Oui,Non,35608.3,Non
3046,15760568,Dalrymple,593,Allemagne,Femme,38.0,5,71329.02,2,Non,Oui,67668.555,Non
3047,15570629,Alexeyeva,655,Allemagne,Femme,72.0,5,69044.985,2,Oui,Oui,,Non
3048,15580684,Feng,706,France,Femme,,5,56282.31,1,Oui,Non,21167.19,Non
3049,15591747,Rossi,705,France,Homme,,3,0.0,2,Non,Non,64788.495,Non
3050,15666181,Ramsden,650,France,Homme,33.0,0,49032.485,1,Oui,Non,26205.995,Non
3051,15676571,Bezrukova,850,France,Homme,55.0,6,0.0,1,Oui,Non,472.205,Oui
3052,15605672,Yuan,694,France,Femme,38.0,5,97963.195,1,Oui,Oui,42761.42,Non
3053,15678886,Golubev,679,Allemagne,Homme,38.0,7,55277.685,2,Oui,Non,,Non
3054,15650545,Tomlinson,849,France,Homme,69.0,7,35998.045,1,Oui,Oui,69532.97,Non
3055,15787161,Pisani,591,Allemagne,Homme,46.0,4,64634.635,1,Oui,Non,81752.165,Non
3056,15753969,K'ung,724,Espagne,Homme,45.0,5,41944.27,1,Non,Oui,17060.905,Non
3057,15622578,Sergeyev,806,France,Homme,34.0,5,56979.275,1,Non,Oui,16062.99,Non
3058,15794276,Steele,588,France,Femme,64.0,3,0.0,1,Oui,Oui,94851.825,Non
3059,15753840,Brown,524,Espagne,Femme,32.0,6,0.0,1,Oui,Oui,66430.95,Oui
3060,15722083,Ch'ang,591,Espagne,Homme,39.0,8,0.0,2,Non,Non,21196.12,Non
3061,15727703,Li Fonti,773,Allemagne,Homme,34.0,10,63489.875,1,Non,Non,18411.64,Non
3062,15799925,Uwakwe,800,France,Homme,60.0,6,44270.785,2,Oui,Oui,65859.06,Non
3063,15695280,Hung,532,Allemagne,Homme,24.0,8,71377.625,1,Non,Non,17115.74,Non
3064,15811236,Burns,705,Espagne,Homme,,6,66630.565,1,Oui,Oui,39032.95,Non
3065,15763111,Niu,808,Espagne,Femme,67.0,10,62288.575,1,Non,Oui,,Non
3066,15724282,Tsao,540,Allemagne,Homme,44.0,3,82056.52,2,Oui,Oui,6060.395,Non
3067,15700657,Thornton,641,Allemagne,Femme,40.0,2,55043.345,1,Oui,Non,79886.57,Non
3068,15731989,Moran,666,France,Homme,36.0,4,60082.7,2,Oui,Non,16850.75,Non
3069,15780650,Biryukov,667,France,Homme,40.0,9,0.0,1,Oui,Oui,48335.1,Non
3070,15689517,Hales,635,France,Homme,27.0,3,63504.915,1,Oui,Non,80954.975,Non
3071,15635703,Chu,729,Allemagne,Femme,39.0,1,65756.63,1,Oui,Oui,96857.5,Non
3072,15576360,Ch'iu,600,France,Homme,40.0,1,70568.395,1,Oui,Oui,33901.915,Non
3073,15659962,McIntosh,637,France,Homme,60.0,3,0.0,2,Oui,Oui,,Non
3074,15748752,Ch'in,608,Allemagne,Homme,33.0,1,51386.335,2,Oui,Non,35352.79,Non
3075,15684395,Enderby,446,Espagne,Femme,45.0,10,62595.845,1,Oui,Oui,64130.43,Oui
3076,15603170,Kang,654,France,Homme,32.0,9,60727.825,1,Oui,Non,95034.265,Oui
3077,15590888,Wade,693,,Femme,34.0,10,53778.03,2,Non,Non,77315.675,Non
3078,15745250,Simpson,850,France,Homme,58.0,8,78326.065,1,Non,Non,12949.605,Oui
3079,15710315,Chukwukadibia,529,Allemagne,Homme,29.0,4,67879.7,1,Non,Non,56406.895,Oui
3080,15772148,Ferrari,639,Allemagne,Femme,37.0,5,75621.24,1,Non,Oui,24818.825,Non
3081,15697789,Li Fonti,647,Allemagne,Femme,43.0,3,61358.765,2,Oui,Oui,43500.195,Non
3082,15687719,She,532,Espagne,Femme,37.0,5,0.0,2,Non,Oui,3380.92,Non
3083,15627847,Woronoff,850,France,Homme,40.0,6,0.0,1,Oui,Non,,Oui
3084,15702912,Ch'en,752,Espagne,Femme,35.0,2,0.0,1,Oui,Non,22167.77,Oui
3085,15673529,Lombardo,645,Espagne,Homme,36.0,4,29946.925,2,Oui,Non,21999.82,Non
3086,15622454,Zaitsev,695,Espagne,Homme,28.0,0,48010.43,1,Oui,Oui,28996.245,Non
3087,15583394,Zuyev,659,Allemagne,Homme,39.0,8,53129.815,2,Oui,Oui,99051.66,Non
3088,15617419,Roberts,618,,Femme,29.0,10,50157.55,2,Oui,Oui,16263.32,Non
3089,15739194,Manfrin,548,Espagne,Homme,38.0,0,89028.27,2,Oui,Non,19217.365,Non
3090,15622585,McIntyre,525,France,Homme,26.0,7,76822.195,1,Oui,Oui,31598.94,Non
3091,15590344,Russell,708,Allemagne,Homme,32.0,3,75845.72,2,Oui,Oui,86405.255,Non
3092,15775891,Myers,634,Allemagne,Homme,48.0,2,53623.845,1,Oui,Oui,51856.025,Oui
3093,15691504,Yusupova,619,Allemagne,Femme,52.0,8,62049.565,1,Non,Non,11952.26,Non
3094,15710164,P'eng,523,France,Femme,73.0,7,0.0,2,Non,Non,65441.95,Oui
3095,15738018,Johnston,571,France,Homme,40.0,5,0.0,2,Non,Non,36424.645,Non
3096,15664083,Ulyanova,666,Allemagne,Femme,37.0,2,79234.38,1,Non,Oui,46633.005,Non
3097,15675380,Logan,573,Espagne,Homme,56.0,3,77334.885,1,Non,Oui,57731.135,Oui
3098,15690546,Riley,618,France,Femme,42.0,2,0.0,4,Non,Non,55548.695,Oui
3099,15581505,Bales,641,France,Homme,35.0,5,0.0,2,Oui,Non,46574.465,Non
3100,15619708,Harker,745,France,Homme,25.0,5,78996.575,2,Oui,Non,73020.725,Non
3101,15809286,Burke,631,Allemagne,Homme,37.0,8,69146.32,2,Non,Non,76211.455,Oui
3102,15638513,Palermo,723,France,Femme,40.0,7,71428.475,2,Non,Non,19009.87,Non
3103,15707861,Nucci,520,France,Femme,46.0,10,42608.305,1,Oui,Non,58684.76,Oui
3104,15792660,Gibbons,614,France,Homme,38.0,2,58124.44,1,Oui,Non,52570.46,Non
3105,15764170,Pinto,647,Allemagne,Homme,44.0,4,46980.175,1,Oui,Non,18289.765,Oui
3106,15779581,Bottrill,734,Espagne,Femme,43.0,3,27926.665,2,Non,Oui,47405.925,Oui
3107,15635141,Miller,598,Allemagne,Homme,59.0,8,59105.21,2,Non,Non,30096.07,Oui
3108,15669204,Grant,650,Allemagne,Homme,23.0,4,46955.65,2,Oui,Non,34527.725,Non
3109,15812832,Jideofor,562,Allemagne,Homme,33.0,8,46329.6,2,Oui,Non,677.125,Non
3110,15595713,Heller,548,Espagne,Homme,33.0,6,0.0,1,Oui,Oui,15864.175,Non
3111,15690673,Cameron,656,France,Femme,39.0,6,0.0,2,Oui,Non,70534.94,Non
3112,15625426,Ashbolt,754,Allemagne,Femme,55.0,3,80804.405,1,Oui,Non,,Oui
3113,15607330,Vasilyev,713,Espagne,Homme,42.0,0,54560.855,1,Non,Oui,83936.745,Non
3114,15584620,Su,850,Allemagne,Femme,36.0,6,71822.08,1,Oui,Non,11051.125,Oui
3115,15623102,Nnaemeka,713,Espagne,Homme,38.0,6,58490.39,2,Non,Oui,38019.19,Non
3116,15741197,Calzada,710,Espagne,Homme,22.0,8,0.0,3,Oui,Non,53646.455,Non
3117,15783019,Price,794,France,Femme,62.0,9,61840.66,3,Oui,Non,86793.315,Oui
3118,15811327,Pan,700,Espagne,Homme,54.0,1,39707.835,1,Non,Oui,69867.77,Non
3119,15792720,Martinez,676,France,Homme,33.0,6,85745.39,1,Non,Non,39549.82,Non
3120,15589660,Lamble,661,Allemagne,Femme,32.0,1,72990.115,1,Non,Oui,28318.14,Non
3121,15570192,Henry,608,Allemagne,Femme,40.0,8,60864.71,1,Non,Non,30582.225,Non
3122,15646374,Wynne,766,Allemagne,Femme,28.0,3,31358.92,2,Oui,Oui,6591.215,Non
3123,15727391,Collier,688,Allemagne,Homme,29.0,9,72276.75,2,Oui,Non,71727.475,Non
3124,15614818,Trevisani,764,Espagne,Femme,33.0,9,84482.385,1,Non,Oui,59491.255,Non
3125,15806327,Cyril,800,France,Femme,40.0,3,37946.555,2,Oui,Non,66281.115,Non
3126,15729454,Gorbunov,465,France,Homme,33.0,8,0.0,2,Oui,Non,88834.275,Non
3127,15620398,Mitchell,635,Espagne,Femme,34.0,5,49341.735,2,Oui,Non,7866.595,Non
3128,15708693,Sherman,759,France,Femme,33.0,2,0.0,2,Oui,Non,,Non
3129,15756277,Wilson,850,Allemagne,Femme,43.0,8,46122.415,2,Oui,Non,27474.865,Non
3130,15800049,Grigoryeva,728,Espagne,Femme,43.0,5,0.0,1,Oui,Oui,,Non
3131,15637644,Hanson,667,France,Femme,24.0,4,0.0,2,Non,Oui,17167.775,Non
3132,15643635,Robertson,664,Espagne,Homme,32.0,5,66852.87,1,Non,Non,67227.92,Non
3133,15678284,Pai,651,,Homme,35.0,7,37311.75,3,Oui,Non,64725.645,Oui
3134,15770548,Lucchese,453,,Femme,28.0,3,69993.325,1,Oui,Non,68423.375,Non
3135,15660505,Romani,735,Allemagne,Homme,46.0,2,53172.475,1,Oui,Non,57185.665,Oui
3136,15610355,Hunter,713,France,Homme,44.0,1,31719.455,1,Oui,Non,32187.7,Non
3137,15716822,Moen,646,France,Homme,30.0,5,49007.37,1,Oui,Oui,6378.57,Non
3138,15624793,Soubeiran,627,Allemagne,Homme,23.0,5,92122.43,1,Oui,Non,51549.61,Non
3139,15736254,Ch'ang,654,France,Homme,29.0,2,45977.805,1,Oui,Non,18532.83,Non
3140,15617432,Folliero,816,Allemagne,Femme,40.0,9,54501.63,1,Oui,Oui,39790.28,Non
3141,15774586,West,692,Allemagne,Femme,43.0,10,59294.415,1,Oui,Oui,80620.825,Oui
3142,15756071,Kang,756,France,Homme,34.0,1,51566.63,1,Oui,Oui,45029.52,Non
3143,15567839,Gordon,501,France,Homme,42.0,9,57315.615,1,Non,Oui,45714.87,Non
3144,15749472,Lucciano,775,France,Homme,45.0,8,0.0,1,Oui,Non,65188.34,Non
3145,15613048,Anderson,648,Allemagne,Femme,40.0,5,69986.825,1,Oui,Oui,,Oui
3146,15784097,Gibson,660,Allemagne,Homme,28.0,1,59201.125,2,Oui,Non,7144.465,Non
3147,15585106,Calabresi,492,Allemagne,Femme,38.0,8,28534.215,2,Oui,Non,94487.405,Non
3148,15613427,Barling,683,,Femme,49.0,7,54398.815,2,Non,Non,70381.59,Non
3149,15763806,Astorga,773,France,Homme,41.0,4,0.0,2,Oui,Oui,12462.46,Non
3150,15781884,Knox,624,Allemagne,Homme,27.0,9,47333.645,2,Non,Oui,2235.26,Non
3151,15775318,Lu,590,Espagne,Femme,51.0,3,77481.495,3,Non,Oui,95966.135,Oui
3152,15761294,Manna,667,Allemagne,Femme,56.0,8,68732.02,1,Oui,Non,65423.395,Oui
3153,15600997,Demuth,747,Allemagne,Femme,32.0,5,33747.52,2,Non,Oui,38685.185,Non
3154,15631460,Swift,671,Espagne,Femme,42.0,3,0.0,2,Oui,Oui,64224.665,Non
3155,15761525,Shaw,727,Espagne,Femme,31.0,10,48498.545,2,Non,Non,38307.02,Non
3156,15621815,Obiajulu,803,France,Femme,40.0,6,82763.355,1,Oui,Non,6164.04,Non
3157,15657603,Finch,850,France,Femme,35.0,6,40842.485,1,Oui,Non,412.0,Non
3158,15814022,Lassetter,714,France,Femme,26.0,9,44964.495,1,Oui,Non,23101.655,Non
3159,15750811,Woodward,766,Allemagne,Homme,44.0,3,58411.35,1,Non,Non,98821.62,Non
3160,15649450,Repina,805,Allemagne,Homme,24.0,6,71610.675,2,Oui,Non,93017.86,Non
3161,15606097,Zakharov,665,Allemagne,Homme,63.0,7,52234.79,1,Oui,Oui,12582.68,Oui
3162,15647842,Cunningham,601,Allemagne,Femme,48.0,8,60391.35,1,Oui,Non,31970.34,Oui
3163,15573520,Rhodes,692,Allemagne,Homme,49.0,6,55270.215,2,Non,Oui,53736.495,Non
3164,15803976,Efremov,694,France,Femme,31.0,10,0.0,2,Oui,Non,80495.135,Non
3165,15589401,Allen,550,France,Femme,30.0,4,0.0,2,Oui,Non,44608.145,Non
3166,15809558,Peppin,715,Espagne,Homme,31.0,7,0.0,1,Oui,Oui,74985.295,Non
3167,15621409,Endrizzi,496,France,Homme,32.0,4,63922.915,1,Oui,Non,33234.6,Non
3168,15799964,Campbell,669,Allemagne,Femme,30.0,7,69936.405,1,Oui,Non,94397.925,Non
3169,15810460,Fanucci,708,Espagne,Femme,64.0,5,0.0,3,Non,Oui,56260.035,Oui
3170,15662434,Zhdanova,607,France,Homme,25.0,3,0.0,2,Non,Non,93524.36,Non
3171,15590683,Donaldson,660,France,Femme,31.0,6,86162.835,1,Non,Oui,22719.19,Non
3172,15586996,Azikiwe,697,France,Femme,76.0,7,0.0,2,Non,Oui,94386.225,Non
3173,15704954,Suffolk,431,France,Homme,37.0,0,60382.04,1,Oui,Oui,,Non
3174,15607275,Ch'ang,850,Espagne,Homme,39.0,6,103007.47,2,Non,Oui,21387.42,Oui
3175,15767594,Azubuike,533,France,Femme,35.0,8,0.0,2,Oui,Oui,93950.06,Non
3176,15691840,Fraser,505,Allemagne,Femme,37.0,6,79931.95,2,Non,Oui,62653.935,Non
3177,15758639,Moran,641,,Homme,37.0,7,0.0,2,Oui,Non,37624.15,Non
3178,15780492,Ignatyeva,648,France,Homme,42.0,4,0.0,2,Oui,Non,9641.57,Non
3179,15593778,Craig,779,France,Femme,29.0,3,23194.08,3,Oui,Non,63969.63,Oui
3180,15569759,Rawling,583,France,Femme,27.0,4,0.0,3,Oui,Non,,Non
3181,15777901,Lindell,640,Allemagne,Femme,43.0,9,47376.245,1,Oui,Non,92003.18,Oui
3182,15605872,Felix,707,France,Homme,,6,33286.585,1,Oui,Oui,31384.4,Non
3183,15589754,Malloy,652,Allemagne,Homme,45.0,2,75710.72,1,Non,Oui,57666.715,Non
3184,15589296,Brown,724,France,Femme,40.0,6,55027.225,1,Oui,Oui,43475.36,Non
3185,15637461,Ukaegbunam,758,France,Homme,35.0,7,0.0,2,Oui,Non,38975.92,Non
3186,15566253,Manning,580,Allemagne,Homme,44.0,9,71695.535,1,Non,Non,73445.535,Oui
3187,15669783,Simpson,586,France,Femme,60.0,3,23510.325,2,Non,Oui,31620.605,Oui
3188,15722425,Lucchese,639,France,Homme,32.0,9,0.0,2,Oui,Non,55670.18,Non
3189,15590011,Hughes,749,Espagne,Homme,38.0,9,64689.16,1,Oui,Oui,6774.67,Non
3190,15572408,Chambers,714,Allemagne,Homme,39.0,3,74943.745,2,Oui,Non,,Non
3191,15687828,Gorshkov,644,Espagne,Femme,31.0,5,43003.15,1,Oui,Oui,36961.475,Non
3192,15636736,McLachlan,611,France,Femme,53.0,7,0.0,2,Non,Oui,78247.695,Oui
3193,15788068,Lopez,743,Allemagne,Homme,45.0,10,72338.595,3,Oui,Non,11256.22,Oui
3194,15778959,Brookes,606,France,Femme,36.0,10,0.0,2,Non,Oui,77820.73,Non
3195,15645772,Onwumelu,661,France,Homme,33.0,9,0.0,2,Oui,Oui,42087.405,Non
3196,15568044,Butusov,508,France,Femme,31.0,7,0.0,2,Oui,Oui,3061.575,Non
3197,15590828,Chidimma,782,Allemagne,Homme,42.0,7,63214.19,1,Oui,Non,19915.05,Non
3198,15814757,Carter,477,Espagne,Homme,31.0,9,0.0,2,Non,Oui,92030.585,Non
3199,15809663,Donaldson,583,France,Femme,27.0,1,62703.29,1,Oui,Oui,,Non
3200,15630704,Haworth,612,Allemagne,Homme,32.0,9,53260.365,2,Oui,Non,,Non
3201,15645248,Ho,510,France,Femme,30.0,0,0.0,2,Oui,Oui,65276.735,Non
3202,15683363,Goddard,540,Espagne,Homme,39.0,1,0.0,1,Non,Oui,54209.705,Non
3203,15784042,L?,624,France,Homme,55.0,7,59396.8,1,Oui,Oui,47511.01,Oui
3204,15722404,Carpenter,445,France,Femme,30.0,3,0.0,2,Oui,Oui,63969.595,Non
3205,15605284,Outtrim,688,France,Homme,26.0,1,0.0,2,Oui,Oui,,Non
3206,15784099,Clark,726,France,Femme,38.0,5,63437.81,1,Oui,Non,64026.145,Non
3207,15693637,Ochoa,556,France,Femme,30.0,7,0.0,2,Oui,Oui,93324.095,Non
3208,15759915,Rapuokwu,814,France,Femme,31.0,6,43886.26,1,Oui,Non,94258.225,Non
3209,15598070,Marchesi,564,France,Femme,33.0,4,67973.13,1,Oui,Non,31585.0,Non
3210,15610002,Chidubem,802,Espagne,Homme,41.0,5,0.0,2,Oui,Oui,67313.15,Non
3211,15788189,Matveyeva,665,France,Femme,41.0,8,48073.775,1,Oui,Non,68518.985,Non
3212,15628008,Monds,781,Espagne,Femme,29.0,6,49379.945,1,Non,Non,56101.32,Non
3213,15731511,Ritchie,808,France,Homme,45.0,7,59313.275,2,Oui,Non,73566.23,Non
3214,15756535,Chibugo,733,Allemagne,Homme,39.0,5,45769.255,1,Oui,Oui,46891.5,Non
3215,15686718,Hung,802,Allemagne,Homme,37.0,9,57784.605,1,Non,Oui,59891.445,Non
3216,15591724,Liu,560,France,Femme,44.0,5,71622.485,1,Oui,Non,49330.635,Non
3217,15737275,Conti,649,France,Homme,,3,56548.205,1,Oui,Oui,30167.62,Non
3218,15780954,Cran,582,Espagne,Homme,26.0,4,32924.18,2,Oui,Non,15074.605,Non
3219,15694829,Chibueze,680,Allemagne,Homme,32.0,7,87727.0,1,Non,Oui,38674.96,Non
3220,15736112,Walton,519,Espagne,Femme,57.0,2,59517.675,2,Oui,Oui,14935.895,Non
3221,15571689,Kelechi,740,France,Femme,37.0,5,0.0,2,Oui,Oui,13764.2,Non
3222,15645621,Hunter,811,Espagne,Homme,44.0,3,0.0,2,Non,Oui,39219.865,Non
3223,15782100,Holloway,544,Espagne,Homme,22.0,3,33241.66,1,Non,Oui,55158.695,Non
3224,15753215,Yashina,651,Espagne,Femme,36.0,8,0.0,2,Oui,Non,45826.215,Non
3225,15585256,Iloerika,805,Espagne,Homme,26.0,2,0.0,2,Oui,Oui,12521.05,Non
3226,15724223,Bronner,545,France,Femme,55.0,5,0.0,1,Non,Non,5017.385,Oui
3227,15721426,Milne,606,Allemagne,Homme,65.0,10,63153.32,3,Non,Non,3930.84,Oui
3228,15791114,Yegorova,700,,Homme,37.0,1,67589.745,1,Oui,Non,80335.185,Non
3229,15799966,Chigolum,792,Allemagne,Femme,59.0,9,50804.885,1,Non,Non,80739.595,Oui
3230,15786042,Willmore,706,Allemagne,Femme,44.0,2,92966.09,2,Oui,Non,32706.705,Non
3231,15579787,Nkemakonam,686,France,Homme,39.0,4,0.0,2,Oui,Non,77511.965,Non
3232,15575955,Lujan,764,France,Femme,24.0,0,0.0,2,Oui,Non,44362.245,Non
3233,15575391,Claypool,677,France,Femme,37.0,3,0.0,2,Oui,Oui,,Non
3234,15571059,Martin,734,France,Femme,,3,0.0,1,Oui,Non,65402.77,Oui
3235,15774127,Potter,518,France,Homme,46.0,3,0.0,2,Oui,Non,,Non
3236,15636977,Trevisan,507,Allemagne,Homme,36.0,9,59107.16,3,Oui,Non,59555.015,Oui
3237,15600912,Gorshkov,706,Allemagne,Homme,32.0,5,44174.215,2,Oui,Oui,52090.89,Non
3238,15796834,Rivers,652,Allemagne,Homme,35.0,7,52007.77,2,Oui,Oui,27603.94,Non
3239,15795488,Beneventi,773,Espagne,Homme,52.0,2,0.0,2,Oui,Non,28668.895,Non
3240,15804256,Hale,765,Allemagne,Homme,36.0,8,46155.27,2,Oui,Oui,,Non
3241,15675360,Valenzuela,427,France,Homme,33.0,8,0.0,1,Oui,Oui,6929.475,Non
3242,15749019,Wong,545,Allemagne,Homme,45.0,6,46898.21,2,Oui,Oui,,Non
3243,15609319,Hunt,711,France,Femme,41.0,3,72877.455,1,Oui,Oui,50727.535,Non
3244,15793693,Mahomed,694,France,Homme,60.0,9,0.0,1,Oui,Oui,28544.485,Non
3245,15759618,Alexeeva,535,France,Femme,48.0,9,0.0,1,Oui,Non,74946.395,Oui
3246,15757188,Chimaijem,644,Espagne,Femme,26.0,4,76727.86,2,Oui,Oui,41348.42,Non
3247,15681068,Chinagorom,796,France,Femme,45.0,2,54865.11,1,Oui,Oui,61941.365,Non
3248,15697270,Gannon,608,Espagne,Homme,27.0,4,76662.55,1,Oui,Oui,99976.665,Non
3249,15671779,Nebechi,567,France,Homme,39.0,5,0.0,2,Non,Non,,Non
3250,15596414,Chandler,796,Espagne,Homme,,8,53762.535,1,Oui,Non,9255.205,Non
3251,15675949,Fleming,696,Espagne,Femme,43.0,4,0.0,2,Oui,Oui,33203.185,Non
